"","code","name","min_negotiated_price","max_negotiated_price"
"387","CPT-0175U","psychiatry gen alys pnl w/variant alys 15 gen",1106.28,2950.08
"388","CPT-01760","Anesth N Block/Inj Prone",3,7.27
"389","CPT-01770","Anesth N Block/Inj Prone",3,7.27
"390","CPT-01772","Anesth N Block/Inj Prone",3,7.27
"391","CPT-0177U","onc brst ca dna pik3ca gen alys 11 gen vrnt p",204.12,544.32
"392","CPT-01780","Anesth N Block/Inj Prone",3,7.27
"393","CPT-01782","Anesth N Block/Inj Prone",3,7.27
"394","CPT-0179U","onc nonsm cll lng ca cell free dna alys 23 ge",1608.98,4290.6
"395","CPT-01810","Anesth N Block/Inj Prone",3,7.27
"396","CPT-0181U","co gnotyp gene analysis aqp1 exon 1",153.34,408.91
"397","CPT-01820","Anesth N Block/Inj Prone",3,7.27
"398","CPT-01829","Anesth N Block/Inj Prone",3,7.27
"399","CPT-0182U","crom gnotyp gene analysis cd55 exons 1-10",249.52,665.38
"400","CPT-01830","Anesth N Block/Inj Prone",3,7.27
"401","CPT-01832","Anesth N Block/Inj Prone",3,7.27
"402","CPT-0183U","di gnotyp gene analysis slc4a1 exon 19",153.34,408.91
"403","CPT-01840","Anesth N Block/Inj Prone",3,7.27
"404","CPT-01842","Anesth N Block/Inj Prone",3,7.27
"405","CPT-01844","Anesth N Block/Inj Prone",3,7.27
"406","CPT-0184T","rectal tumor excision transanal endoscopic",425.47,1623.78
"407","CPT-0184U","do gnotyp gene analysis art4 exon 2",153.34,408.91
"408","CPT-01850","Anesth N Block/Inj Prone",3,7.27
"409","CPT-01852","Anesth N Block/Inj Prone",3,7.27
"410","CPT-0185U","fut1 gnotyp gene analysis fut1 exon 4",153.34,408.91
"411","CPT-01860","Anesth N Block/Inj Prone",3,7.27
"412","CPT-0186U","fut2 gnotyp gene analysis fut2 exon 2",153.34,408.91
"413","CPT-0187U","fy gnotyp gene analysis ackr1 exons 1-2",227.56,606.82
"414","CPT-0188U","ge gnotyp gene analysis gypc exons 1-4",227.56,606.82
"415","CPT-0189U","gypa gnotyp gene alys gypa introns 1 5 exon 2",227.56,606.82
"416","CPT-0190U","gypb gnotyp alys gypb intron 1 5 pseudoexon 3",227.56,606.82
"417","CPT-01916","Anesth N Block/Inj Prone",3,7.27
"418","CPT-0191U","in gnotyp gene analysis cd44 exons 2 3 6",227.56,606.82
"419","CPT-01920","Anesth N Block/Inj Prone",3,7.27
"420","CPT-01922","Anesth N Block/Inj Prone",3,7.27
"421","CPT-01924","Anesth N Block/Inj Prone",3,7.27
"422","CPT-01925","Anesth N Block/Inj Prone",3,7.27
"423","CPT-01926","Anesth N Block/Inj Prone",3,7.27
"424","CPT-0192U","jk gnotyp gene analysis slc14a1 gen prmtr exo",227.56,606.82
"425","CPT-01930","Anesth N Block/Inj Prone",3,7.27
"426","CPT-01931","Anesth N Block/Inj Prone",3,7.27
"427","CPT-01932","Anesth N Block/Inj Prone",3,7.27
"428","CPT-01933","Anesth N Block/Inj Prone",3,7.27
"429","CPT-01935","Anesth N Block/Inj Prone",3,7.27
"430","CPT-01936","Anesth N Block/Inj Prone",3,7.27
"431","CPT-01937","Anesth N Block/Inj Prone",3,7.27
"432","CPT-01938","Anesth N Block/Inj Prone",3,7.27
"433","CPT-01939","Anesth N Block/Inj Prone",3,7.27
"434","CPT-0193U","jr gnotyp gene analysis abcg2 exons 2-26",234.22,624.6
"435","CPT-01940","Anesth N Block/Inj Prone",3,7.27
"436","CPT-01941","Anesth N Block/Inj Prone",3,7.27
"437","CPT-01942","Anesth N Block/Inj Prone",3,7.27
"438","CPT-0194U","kel gnotyp gene analysis kel exon 8",153.34,408.91
"439","CPT-01951","Anesth N Block/Inj Prone",3,7.27
"440","CPT-01952","Anesth N Block/Inj Prone",3,7.27
"441","CPT-01953","Anesth N Block/Inj Prone",3,7.27
"442","CPT-01958","Anesth N Block/Inj Prone",3,7.27
"443","CPT-0195U","klf1 targeted sequencing",310.71,828.55
"444","CPT-01960","Anesth N Block/Inj Prone",3,7.27
"445","CPT-01961","Anesth N Block/Inj Prone",3,7.27
"446","CPT-01962","Anesth N Block/Inj Prone",3,7.27
"447","CPT-01963","Anesth N Block/Inj Prone",3,7.27
"448","CPT-01965","Anesth N Block/Inj Prone",3,7.27
"449","CPT-01966","Anesth N Block/Inj Prone",3,7.27
"450","CPT-01967","Anesth N Block/Inj Prone",3,7.27
"451","CPT-01968","Anesth N Block/Inj Prone",3,7.27
"452","CPT-01969","Anesth N Block/Inj Prone",3,7.27
"453","CPT-0196U","lu gnotyp gene analysis bcam exon 3",153.34,408.91
"454","CPT-0197U","lw gnotyp gene analysis icam4 exon 1",153.34,408.91
"455","CPT-0198T","meas ocular blood flow repeat io pres samp w/",39.35,150.19
"456","CPT-0198U","rhd&rhce gnotyp sanger/chain seq rhd 1-10&rhc",234.22,624.6
"457","CPT-01990","Anesth N Block/Inj Prone",3,7.27
"458","CPT-01991","Anesth N Block/Inj Prone",3,7.27
"459","CPT-01992","Anesth N Block/Inj Prone",2.82,7.27
"460","CPT-01996","daily hosp mgmt edrl/sarach cont drug admn",32.91,125.61
"461","CPT-01999","Anesth N Block/Inj Prone",3,7.27
"462","CPT-0199U","sc gnotyp gene analysis ermap exons 4 12",227.56,606.82
"463","CPT-0200T","perq sac agmntj uni w/wo balo/mchnl dev 1/> n",Inf,-Inf
"464","CPT-0200U","xk gnotyp gene analysis xk exons 1-3",227.56,606.82
"465","CPT-0201T","perq sac agmntj bi w/wo balo/ mchnl dev 2/> n",Inf,-Inf
"466","CPT-0201U","yt gnotyp gene analysis ache exon 2",153.34,408.91
"467","CPT-0202T","post vert arthrplsty w/wo bone cement 1 lumb",Inf,-Inf
"468","CPT-0202U","nfct ds bct/vir respir dna/rna 22 trgt sarsco",416.78,579.32
"469","CPT-0203U","autoimmun ibd mrna gen xprsn prfl 17 gen whl",629.28,1678.08
"470","CPT-0204U","onc thyr mrna gene xprsn alys 593 genes fna",2417.43,6446.47
"471","CPT-0205U","oph age-related mac degeneration alys 3 gen v",38.92,103.78
"472","CPT-0207T","evac meibomian glnds auto ht& intmt press uni",14.12,53.87
"473","CPT-0209U","cytog const alys interrog gen reg f/copy numb",651.76,1738.03
"474","CPT-0210U","syphilis tst non-treponemal antibody ia quan",15.43,41.14
"475","CPT-0211U","onc pan-tumor dna&rna next-generation sequenc",3042.9,8114.4
"476","CPT-0212U","rare ds whl gen&mitochdrl dna seq alys proban",4533.46,12089.23
"477","CPT-0213T","njx dx/ther paraver fct jt w/us cer/thor 1 lv",73.56,280.73
"478","CPT-0213U","rare ds whl gen&mitochdrl dna seq alys ea cmp",2243.84,5983.56
"479","CPT-0214T","njx dx/ther paraver fct jt w/us cer/thor 2nd",41.72,159.24
"480","CPT-0214U","rare ds whl xom&mitochdrl dna seq alys proban",4325.97,11535.91
"481","CPT-0215T","njx paravertbrl facet jt w/us cer/thor 3rd&>",42.54,162.34
"482","CPT-0215U","rare ds whl xom&mitochdrl dna seq alys ea cmp",2131.81,5684.83
"483","CPT-0216T","njx dx/ther paraver fct jt w/us lumb/sac 1 lv",62.58,238.85
"484","CPT-0216U","neuro inh ataxia genomic dna seq alys 12 bld/",1272.65,3393.74
"485","CPT-0217T","njx dx/ther paraver fct jt w/us lumb/sac lvl",35.61,135.92
"486","CPT-0217U","neuro inh ataxia genomic dna seq alys 51 bld/",1820.23,4853.95
"487","CPT-0218T","njx paravertbrl fct jt w/us lumb/sac 3rd&> lv",36.43,139.05
"488","CPT-0218U","neuro muscular dystrophy dmd seq alys bld/sal",1887.01,5032.03
"489","CPT-0219T","plmt post facet implant uni/bi w/img & grft c",Inf,-Inf
"490","CPT-0220T","plmt post facet implt uni/bi w/img & grft tho",Inf,-Inf
"491","CPT-0221T","plmt post facet implt uni/bi w/img & grft lum",Inf,-Inf
"492","CPT-0223U","nfct ds bct/vir respir dna/rna 22 trgt sarsco",416.78,579.32
"493","CPT-0224U","antb sev aqt respir synd coronavirus 2 titer(",42.13,58.56
"494","CPT-0225U","nfct ds dna&rna 21 targets sars-cov-2 amp pro",416.78,579.32
"495","CPT-0226U","surogat vir neutrlzj tst sarscov2 elisa plsm",42.28,58.77
"496","CPT-0227U","rx assay prsmv 30+rx/metablt ur lc-ms/ms mrm",95.78,255.41
"497","CPT-0229U","bcat1&ikzf1 promoter methylation analysis",158.98,423.94
"498","CPT-0230U","ar ful seq alys chng delet dupl xpnsj insj vr",249.52,665.38
"499","CPT-0231U","cacna1a ful gen aly chng delt dup xpnsj insj",700.71,1868.57
"500","CPT-0232T","njx pltlt plasma w/img harvest/preparation",26.24,100.16
"501","CPT-0232U","cstb ful gen aly chng delet dupl xpnsj insj v",227.56,606.82
"502","CPT-0233U","fxn gene alys chng delet dupl xpnsj insj vrnt",227.56,606.82
"503","CPT-0234T","trluml peripheral atherectomy renal artery ea",506.84,1934.32
"504","CPT-0234U","mecp2 ful gen alys changes delet dupl insj vr",437.08,1165.54
"505","CPT-0235T","trluml peripheral atherectomy visceral artery",506.84,1934.32
"506","CPT-0235U","pten full gen alys changes delet dupl insj vr",496.8,1324.8
"507","CPT-0236T","trluml periph athrc w/rs&i abdom aorta",371.67,1418.45
"508","CPT-0236U","smn1&smn2 ful gen alys chng dupl&delet&insj",499.03,1330.75
"509","CPT-0237T","trluml periph athrc w/rs&i brchiocphl ea vsl",317.39,1211.31
"510","CPT-0237U","cardiac ion channelopathies genomic seq alys",484.3,1291.46
"511","CPT-0238T","trluml peripheral atherectomy iliac artery ea",317.39,1211.31
"512","CPT-0238U","onc lynch syndrome genomic dna sequence analy",484.3,1291.46
"513","CPT-0239U","trgt gen seq alys sld orgn neo cll-fr dna 311",2898,7728
"514","CPT-0240U","nfct ds rna 3 targets upper respiratory speci",142.63,198.26
"515","CPT-0241U","nfct ds rna 4 targets upper respiratory speci",142.63,198.26
"516","CPT-0242U","trgt gen seq alys pnl solid orgn neo dna 55-7",4050,10800
"517","CPT-0244U","onc solid orgn dna compre genomic prflg 257 g",2898,7728
"518","CPT-0245U","onc thyr mut alys 10 gen 37 rna fsn xprsn 4 m",2919.6,2919.6
"519","CPT-0250U","onc sld org neo trgt gen seq dna alys 505 gen",2417.43,6446.47
"520","CPT-0253T","insert ant sgm drainage dev w/o reservr int a",Inf,-Inf
"521","CPT-0258U","ai psoriasis mrna gen xprsn prfl 50-100 gen a",3042.9,8114.4
"522","CPT-0263T","auto bone marrw cell rx complt bone marrw har",Inf,-Inf
"523","CPT-0264T","auto bone marrw cell rx comp w/o bone mar har",Inf,-Inf
"524","CPT-0265T","bone mar harvst only for intmusc autolo cell",Inf,-Inf
"525","CPT-0266T","im/repl cartd sinus baroreflx activ dev tot s",Inf,-Inf
"526","CPT-0268T","im/repl cartd sins barreflx act dev pls gen o",Inf,-Inf
"527","CPT-0269T","rev/remvl cartd sins barreflx act dev tot sys",Inf,-Inf
"528","CPT-0270T","rev/remvl cartd sins barreflx act dev lead on",Inf,-Inf
"529","CPT-0271T","rev/rem cartd sins barreflx act dev pls gen o",Inf,-Inf
"530","CPT-0274T","perc lamino-/laminectomy image guide cerv/tho",892.07,3404.53
"531","CPT-0275T","perc lamino-/laminectomy indir imag guide lum",724.6,2765.39
"532","CPT-0275U","hem heparin inducd trmbctpna pltlt antb reac",15.21,40.56
"533","CPT-0284U","von willebrand factor type 2n factor viii pla",11.95,12.83
"534","CPT-0308T","insj oc tlscp prosth rmvl crystalline/io lens",Inf,-Inf
"535","CPT-0312T","laps impltj nstim eltrd array&pls gen vagus n",Inf,-Inf
"536","CPT-0313T","laps revj/replcmt nstim eltrd array vagus nrv",Inf,-Inf
"537","CPT-0314T","laps rmvl nstim eltrd array & pls gen vagus n",Inf,-Inf
"538","CPT-0315T","removal pulse generator vagus nerve",Inf,-Inf
"539","CPT-0316T","replacement pulse generator vagus nerve",Inf,-Inf
"540","CPT-0330T","tear film imaging unilateral or bilateral w/i",Inf,-Inf
"541","CPT-0335T","insertion of sinus tarsi implant",Inf,-Inf
"542","CPT-0338T","transcatheter renal sympath denervation unila",Inf,-Inf
"543","CPT-0339T","transcatheter renal sympath denervation bilat",Inf,-Inf
"544","CPT-0342T","therapeutic apheresis w/ selective hdl delip",Inf,-Inf
"545","CPT-0362T","behavior id support assmt ea 15 min tech time",20.25,148.7
"546","CPT-0373T","adapt bhv tx prtcl modificaj ea 15 min tech t",30.38,446.08
"547","CPT-0394T","hdr electronic brachytherapy skin surface",Inf,-Inf
"548","CPT-0395T","hdr electronic brachytherapy ntrstl/intrcav",Inf,-Inf
"549","CPT-0398T","mrgfus stereotactic ablation lesion intracran",1216.54,4746
"550","CPT-0402T","collagen cross-linking cornea &pachymetry",398.29,3436.5
"551","CPT-0403T","diabetes prevention prog standardized curricu",8.82,62.4
"552","CPT-0408T","insj/rplc car modulj sys pls gen transvns elt",Inf,-Inf
"553","CPT-0409T","insj/rplc cardiac modulj sys pls generator on",Inf,-Inf
"554","CPT-0410T","insj/rplc cardiac modulj sys atr electrode on",Inf,-Inf
"555","CPT-0411T","insj/rplc car modulj sys ventr electrode only",Inf,-Inf
"556","CPT-0412T","removal cardiac modulj sys pls generator only",Inf,-Inf
"557","CPT-0413T","removal cardiac modulj sys transvenous electr",Inf,-Inf
"558","CPT-0414T","rmvl & rpl cardiac modulj sys pls generator o",Inf,-Inf
"559","CPT-0415T","repos cardiac modulj transvenous electrode",Inf,-Inf
"560","CPT-0416T","reloc skin pocket cardiac modulj pulse genera",Inf,-Inf
"561","CPT-0419T","dstrj neurofibroma xtnsv face head neck >50",279.72,1067.52
"562","CPT-0420T","dstrj neurofibroma xtnsv trnk extremities >10",293.71,1120.92
"563","CPT-0421T","transurethral waterjet ablation prostate comp",538.53,2055.26
"564","CPT-0424T","insj/rplc nstim system sleep apnea complete",Inf,-Inf
"565","CPT-0425T","insj/rplc nstim system sleep apnea sensing le",Inf,-Inf
"566","CPT-0426T","insj/rplc nstim system sleep apnea stimj lead",Inf,-Inf
"567","CPT-0427T","insj/rplc nstim system sleep apnea pls genera",Inf,-Inf
"568","CPT-0428T","removal nstim system sleep apnea pls generato",Inf,-Inf
"569","CPT-0429T","removal nstim system sleep apnea sensing lead",Inf,-Inf
"570","CPT-0430T","removal nstim system sleep apnea stimj lead",Inf,-Inf
"571","CPT-0431T","rmvl/rplc nstim system sleep apnea pls genera",Inf,-Inf
"572","CPT-0432T","repos nstim system sleep apnea stimj lead",Inf,-Inf
"573","CPT-0433T","repos nstim system sleep apnea sensing lead",Inf,-Inf
"574","CPT-0437T","impltj nonbiol/synth implt fasc rnfcmt abdl w",193.19,737.31
"575","CPT-0440T","abltj perc cryoabltj img gdn uxtr/perph nerve",Inf,-Inf
"576","CPT-0441T","abltj perc cryoabltj img gdn lxtr/perph nerve",Inf,-Inf
"577","CPT-0442T","abltj perc cryoabltj img gdn nrv plex/trncl n",Inf,-Inf
"578","CPT-0446T","crtj subq insj impltbl glucose sensor sys tra",452.03,1725.12
"579","CPT-0447T","rmvl impltbl glucose sensor subq pocket via i",367.58,1402.83
"580","CPT-0448T","rmvl insj impltbl gluc sensor dif anatomic si",489.43,1867.87
"581","CPT-0449T","insj aqueous drain dev w/o eo rsvr initial de",576.15,2198.81
"582","CPT-0479T","fractional abl lsr fenestration first 100 sqc",235.98,900.6
"583","CPT-0488T","diabetes prev online/electronic prgrm pr 30 d",54,144
"584","CPT-0501T","cor ffr derived cta data assess cor art disea",129.7,495
"585","CPT-0502T","cor ffr derived cta data prep & transmis",49.13,187.49
"586","CPT-0503T","cor ffr cta data alys & gnrj estimated ffr mo",25.57,97.57
"587","CPT-0504T","cor ffr cta data review w/interpj & final rep",55.01,209.93
"588","CPT-0507T","near infrared dual img meibomian glnd uni/bi",1.37,38.47
"589","CPT-0508T","pls echo us b1 dns meas indic axl b1 min dns",1.86,18.15
"590","CPT-0509T","pattern electroretinography w/i&r",12.54,184.62
"591","CPT-0519T","removal&rplcmt wrls car stimulator pg compnt",Inf,-Inf
"592","CPT-0520T","removal&rplcmt wrls car stimulator w/new eltr",Inf,-Inf
"593","CPT-0546T","rf spectrsc r-t intraop mrgn assmt tm prtl ma",1055.7,4029
"594","CPT-0552T","low-lvl laser ther dyn photonic & thermokin n",4.88,18.63
"595","CPT-0583T","tympanostomy automated tube delivery system",Inf,-Inf
"596","CPT-0594T","osteot hum insj xtrnl ctrld imed lngth device",Inf,-Inf
"597","CPT-0600T","ire ablation 1+tumors per organ w/img gdn per",Inf,-Inf
"598","CPT-0601T","ire ablation 1+tumors pr orgn w/fluor&us gdn",Inf,-Inf
"599","CPT-0614T","rmvl&rplcmt substernal impltbl defibrillator",316.9,1209.43
"600","CPT-0616T","insj iris prosth w/suture fixation&rpr/rmvl i",556.79,2124.97
"601","CPT-0617T","insj iris prosth rmvl crystln lens &insj io l",1098.37,4191.84
"602","CPT-0618T","insj iris prosth secondary io lens plmt/excha",1212.29,4626.62
"603","CPT-0619T","cysto w/trurl ant prst8 commissurotomy & rx d",Inf,-Inf
"604","CPT-0620T","endovascular venous arterialization tibl/prnl",Inf,-Inf
"605","CPT-0671T","insj ant sgm drg dev trab mw w/o res&ctrc rmv",Inf,-Inf
"606","CPT-0692T","therapeutic ultrafiltration",Inf,-Inf
"607","CPT-0699T","injection posterior chamber eye medication",73.52,280.58
"608","CPT-10004","fine needle aspiration bx w/o img gdn ea addl",27.88,106.41
"609","CPT-10005","fine needle aspiration bx w/us gdn 1st lesion",44.11,168.34
"610","CPT-10006","fine needle aspiration bx w/us gdn ea addl",30.03,114.59
"611","CPT-10007","fine needle aspiration bx w/fluor gdn 1st les",56.92,217.23
"612","CPT-10008","fine needle aspiration bx w/fluor gdn ea addl",37.1,141.58
"613","CPT-10009","fine needle aspiration bx w/ct gdn 1st lesion",68.72,262.26
"614","CPT-10010","fine needle aspiration bx w/ct gdn ea addl",50.23,191.69
"615","CPT-10011","fine needle aspiration bx w/mr gdn 1st lesion",82.46,314.69
"616","CPT-10012","fine needle aspiration bx w/mr gdn ea addl",60.27,230.03
"617","CPT-10021","fine needle aspiration bx w/o img gdn 1st les",35.91,319.73
"618","CPT-10030","image-guided catheter fluid collection draina",101.6,391.02
"619","CPT-10035","perq sft tiss loc device plmt 1st les w/gdnce",60.16,229.61
"620","CPT-10036","perq sft tiss loc device plmt add les w/gdnce",29.4,112.2
"621","CPT-10040","acne surgery",38.47,229.57
"622","CPT-10060","incision & drainage abscess simple/single",67.4,257.22
"623","CPT-10061","incision&drainage abscess complicated/multipl",124.8,476.28
"624","CPT-10080","incision & drainage pilonidal cyst simple",61.01,232.83
"625","CPT-10081","incision & drainage pilonidal cyst complicate",100.61,383.96
"626","CPT-10120","incision&removal foreign body subq tiss simpl",52.58,200.67
"627","CPT-10121","incision&removal foreign body subq tiss compl",99.04,377.97
"628","CPT-10140","i&d hematoma seroma/fluid collection",82.86,316.23
"629","CPT-10160","puncture aspiration abscess hematoma bulla/cy",60.52,230.96
"630","CPT-10180","incision&drainage complex po wound infection",119.96,457.84
"631","CPT-11000","dbrdmt extensv eczema/infect skn up 10% bdy s",19.31,73.68
"632","CPT-11001","dbrdmt extnsve eczema/infect skn ea 10% bdy s",9.65,36.83
"633","CPT-11004","dbrdmt skn subq t/m/f necro infctj gent&pr",396.03,1511.42
"634","CPT-11005","dbrdmt skn subq t/m/f necro infctj abdl wall",536.59,2047.87
"635","CPT-11006","dbrdmt skn subq t/m/f necro infctj gent/abdl",482.59,1841.77
"636","CPT-11008","removal prosthetic matrl abdl wall for infect",188.11,717.9
"637","CPT-11010","dbrdmt w/rmvl fm fx&/dislc skin&subq tissus",187.78,716.64
"638","CPT-11011","dbrdmt w/rmvl fm fx&/dislc skn subq t/m/f mus",198.47,757.43
"639","CPT-11012","dbrdmt fx&/dislc subq t/m/f bone",281.25,1904.24
"640","CPT-11042","debridement subcutaneous tissue 20 sq cm/<",40.82,194.34
"641","CPT-11043","debridement muscle & fascia 20 sq cm/<",103.17,544.93
"642","CPT-11044","debridement bone muscle &/fascia 20 sq cm/<",153.94,711.8
"643","CPT-11045","dbrdmt subcutaneous tissue ea addl 20 sq cm",17.36,66.24
"644","CPT-11046","debridement muscle &/fascia ea addl 20 sq cm",35.65,136.04
"645","CPT-11047","debridement bone each additional 20 sq cm",63.21,241.22
"646","CPT-11055","paring/cutting benign hyperkeratotic lesion 1",8.46,41.73
"647","CPT-11056","paring/cutting benign hyperkeratotic lesion 2",12.35,58.32
"648","CPT-11057","paring/cutting benign hyperkeratotic lesion >",15.61,76.2
"649","CPT-11102","tangential biopsy skin single lesion",25.64,103.83
"650","CPT-11103","tangential biopsy skin ea sep/additional lesi",14.85,56.67
"651","CPT-11104","punch biopsy skin single lesion",32.16,130.52
"652","CPT-11105","punch biopsy skin ea sep/additional lesion",17.55,66.98
"653","CPT-11106","incisional biopsy skin single lesion",39.14,157.97
"654","CPT-11107","incisional biopsy skin ea sep/additional lesi",20.91,79.8
"655","CPT-11200","removal skn tags mlt fibrq tags any area upw/",46.76,178.46
"656","CPT-11201","removal sk tgs mlt fibrq tags any area ea 10",10.3,41.69
"657","CPT-11300","shaving skin lesion 1 trunk/arm/leg diam 0.5c",18.75,71.55
"658","CPT-11301","shvg skin lesion 1 trunk/arm/leg diam 0.6-1.0",31.63,126.01
"659","CPT-11302","shvg skn lesion 1 trunk/arm/leg diam 1.1-2.0",39.46,150.59
"660","CPT-11303","shvg skin lesion 1 trunk/arm/leg diam >2.0 cm",46.39,177.04
"661","CPT-11305","shaving skin lesion 1 s/n/h/f/g diam 0.5 cm/<",19.69,75.27
"662","CPT-11306","shaving skin lesion 1 s/n/h/f/g diam 0.6-1.0",32.83,125.3
"663","CPT-11307","shaving skin lesion 1 s/n/h/f/g diam 1.1-2.0",39.43,150.5
"664","CPT-11308","shaving skin lesion 1 s/n/h/f/g diam >2.0 cm",44.82,171.07
"665","CPT-11310","shaving skin lesion 1 f/e/e/n/l/m diam 0.5 cm",27.2,103.81
"666","CPT-11311","shvg skin lesion 1 f/e/e/n/l/m diam 0.6-1.0 c",39.46,150.59
"667","CPT-11312","shvg skin lesion 1 f/e/e/n/l/m diam 1.1-2.0 c",45.59,174.01
"668","CPT-11313","shaving skin lesion 1 f/e/e/n/l/m diam >2.0 c",61.19,233.52
"669","CPT-11400","exc b9 lesion mrgn xcp sk tg t/a/l 0.5 cm/<",48.52,187.53
"670","CPT-11401","exc b9 lesion mrgn xcp sk tg t/a/l 0.6-1.0 cm",63.21,306.81
"671","CPT-11402","exc b9 lesion mrgn xcp sk tg t/a/l 1.1-2.0 cm",69.2,348.18
"672","CPT-11403","exc b9 lesion mrgn xcp sk tg t/a/l 2.1-3.0 cm",89.28,345.03
"673","CPT-11404","exc b9 lesion mrgn xcp sk tg t/a/l 3.1-4.0 cm",98.01,374.03
"674","CPT-11406","exc b9 lesion mrgn xcp sk tg t/a/l >4.0 cm",146.89,560.58
"675","CPT-11420","exc b9 lesion mrgn xcp sk tg s/n/h/f/g 0.5 cm",49.48,191.2
"676","CPT-11421","exc b9 lesion mrgn xcp sk tg s/n/h/f/g 0.6-1.",67,255.7
